,fdc_id,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel
194403,505130,"Tyson Foods, Inc.",,,11200000646,"CHICKEN BREAST WITH RIB MEAT, WATER, ENRICHED WHEAT FLOUR (NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), BLEACHED WHEAT FLOUR, TEXTURED SOY PROTEIN CONCENTRATE, WHEAT FLOUR, OILS (SOYBEAN OIL, CANOLA OIL, PALM OIL), CONTAINS 2% OR LESS OF THE FOLLOWING: DRIED YEAST, GARLIC POWDER, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), MALTED BARLEY FLOUR, MODIFIED CORN STARCH, NATURAL SMOKE FLAVOR, POLYSORBATE 80, SALT, ONION POWDER, SPICE EXTRACTIVES (INCLUDING PAPRIKA, ONION AND GARLIC EXTRACTIVES), SPICES, SODIUM PHOSPHATES, SUGAR, TBHQ (TO PROTECT FLAVOR), YELLOW CORN FLOUR. GLAZED WITH: WATER, BROWN SUGAR, CORN SYRUP, TOMATO PASTE, DISTILLED VINEGAR, SUGAR, HIGH FRUCTOSE CORN SYRUP, HONEY, MUSTARD (DISTILLED VINEGAR, WATER, MUSTARD SEED, SALT, TURMERIC, PAPRIKA, SPICE, GARLIC POWDER), SALT, SOYBEAN OIL, SPICES, NATURAL SMOKE FLAVOR, DEXTROSE, XANTHAN GUM, PAPRIKA, GARLIC POWDER, SODIUM BENZOATE (AS A PRESERVATIVE), ONION POWDER, EXTRACTIVES OF GARLIC AND ONION. BREADING SET IN VEGETABLE OIL.",,80.0,g,3 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,
194404,505131,"Tyson Foods, Inc.",,,23700014818,"BEEF, BLEACHED WHEAT FLOUR, WATER, WHEAT FLOUR, MODIFIED FOOD STARCH, SALT, CONTAINS 2% OR LESS OF THE FOLLOWING: DEXTROSE, DRIED YEAST, EXTRACTIVES OF PAPRIKA, ANNATTO AND TURMERIC, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), LEMON JUICE CONCENTRATE, ONION POWDER, SODIUM PHOSPHATES, SPICE EXTRACTIVES, SPICES, SUGAR, WHEAT GLUTEN, YEAST AND YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,71.0,g,2 PIECES,Other Frozen Meats,LI,,2017-09-29,2019-04-01,United States,,,
194405,505132,"Tyson Foods, Inc.",,,23700027252,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, CONTAINS 2% OR LESS OF: SEASONING [SALT, GRILL FLAVOR (FROM SUNFLOWER OIL), GARLIC POWDER, GUM ARABIC, ONION POWDER, NATURAL FLAVORS, MALTODEXTRIN, NATURAL SMOKE FLAVOR], SALT, MODIFIED FOOD STARCH, RICE STARCH, SODIUM PHOSPHATES.",,56.0,g,2 ONZ,Cooked & Prepared,LI,,2017-10-31,2019-04-01,United States,,,
194407,505134,"Tyson Foods, Inc.",,,23700023612,"CHICKEN BREAST WITH RIB MEAT, WATER, WHEAT FLOUR, YELLOW CORN FLOUR, RICE FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: CORN STARCH, CREAM OF TARTAR, EXPELLER PRESSED CANOLA OIL, GARLIC POWDER, MALTODEXTRIN, NATURAL FLAVORINGS, ONION POWDER, SALT, SODIUM BICARBONATE, SPICES, SUGAR, XANTHAN GUM, YEAST. FRIED IN VEGETABLE OIL.",,80.0,g,4 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2017-10-05,2019-04-01,United States,,,
194410,505137,"Tyson Foods, Inc.",,,23700014511,"CHICKEN BREAST WITH RIB MEAT, WATER, SALT, AND NATURAL FLAVORINGS. BATTERED WITH: WATER, WHEAT FLOUR, YELLOW CORN FLOUR, RICE FLOUR, CORN STARCH, CONTAINS 2% OR LESS OF: CREAM OF TARTAR, EXPELLER PRESSED CANOLA OIL, GARLIC POWDER, MALTODEXTRIN, NATURAL FLAVOR, ONION POWDER, SALT, SODIUM BICARBONATE, SPICES, SUGAR, XANTHAN GUM, YEAST. FRIED IN VEGETABLE OIL.",,80.0,g,4 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,
194412,505139,"Tyson Foods, Inc.",,,11200000172,"CHICKEN BREAST WITH RIB MEAT, WATER, TEXTURED SOY PROTEIN CONCENTRATE, SALT, SODIUM PHOSPHATES, SPICE EXTRACTIVES. BREADED WITH: BLEACHED WHEAT FLOUR, WATER, MODIFIED FOOD STARCH, YELLOW CORN FLOUR, WHEAT FLOUR, SALT, DEXTROSE, LEAVENING (SODIUM ALUMINUM PHOSPHATE, SODIUM BICARBONATE), SPICE, EXTRACTIVES OF PAPRIKA AND TURMERIC, OLEORESIN TURMERIC, NATURAL FLAVOR. BREADING SET IN VEGETABLE OIL.",,88.0,g,8 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2018-07-06,2019-04-01,United States,,,
194420,505147,"Tyson Foods, Inc.",,,23700030405,"CHUNK WHITE CHICKEN, WATER, CONTAINS 2% OR LESS OF: SEASONING [SALT, GRILL FLAVOR (FROM SUNFLOWER OIL), GARLIC POWDER, GUM ARABIC, ONION POWDER, NATURAL FLAVORS, MALTODEXTRIN, NATURAL SMOKE FLAVOR], SALT, MODIFIED FOOD STARCH, SODIUM PHOSPHATES.",,56.0,g,2 ONZ,Canned Meat,LI,,2017-07-14,2019-04-01,United States,,,
194425,505152,"Tyson Foods, Inc.",,,23700034878,"BONELESS SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: RICE STARCH, MALTODEXTRIN, SALT, DEXTROSE, DRIED GARLIC, DRIED ONION, YEAST EXTRACT, SOY SAUCE SOLIDS (WHEAT, SOYBEANS, SALT), NATURAL FLAVOR, GRILL FLAVOR (FROM SUNFLOWER OIL), MESQUITE SMOKE FLAVOR, LACTIC ACID.",,98.0,g,1 PIECE,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,
194427,505154,"Tyson Foods, Inc.",,,23700035264,"BONELESS, SKINLESS CHICKEN THIGHS, WATER, SUGAR, SOY SAUCE (WATER, SOYBEANS, WHEAT, SALT, SODIUM BENZOATE), CONTAINS 2% OR LESS OF THE FOLLOWING: ARTIFICIAL FLAVOR (ETHYL ALCOHOL, WATER, ARTIFICIAL FLAVORS), BROWN SUGAR, CHICKEN TYPE FLAVOR (HYDROLYZED CORN GLUTEN, AUTOLYZED YEAST EXTRACT, THIAMINE HYDROCHLORIDE, DISODIUM INOSINATE, DISODIUM GUANYLATE), CORN SYRUP SOLIDS, DEXTROSE, DISTILLED VINEGAR, FLAVOR ENHANCER (WATER, FLAVOR, MALTODEXTRIN, SALT), GARLIC POWDER, HIGH FRUCTOSE CORN SYRUP, LIQUID SUCROSE, MODIFIED CORN STARCH, MODIFIED TAPIOCA STARCH, ONION POWDER, PINEAPPLE JUICE CONCENTRATE, SAFFLOWER OIL, SALT, SODIUM BENZOATE (ADDED AS A PRESERVATIVE), SODIUM PHOSPHATES, SOY PROTEIN CONCENTRATE, SOYBEAN OIL, SPICES, VINEGAR POWDER (MALTODEXTRIN, MODIFIED CORN STARCH, DRIED VINEGAR), XANTHAN GUM.",,84.0,g,3 ONZ,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,
194433,505160,"Tyson Foods, Inc.",,,23700048479,"CHICKEN BREAST WITH RIB MEAT, WATER, WHOLE WHEAT FLOUR, WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: CHICKEN BROTH, CORN STARCH, DRIED GARLIC, DRIED ONION, DRIED YEAST, EXTRACTIVES OF PAPRIKA, NATURAL FLAVORINGS, SALT, SOYBEAN OIL, SPICE, SUGAR, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,77.0,g,4 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,
194434,505161,"Tyson Foods, Inc.",,,23700014498,"CHICKEN, WATER, SALT, AND NATURAL FLAVOR. BREADED WITH: WHEAT FLOUR, WATER, WHEAT STARCH, WHITE WHOLE WHEAT FLOUR, SALT, CONTAINS 2% OR LESS OF THE FOLLOWING: YELLOW CORN FLOUR, CORN STARCH, DRIED ONION, DRIED GARLIC, DRIED YEAST, BROWN SUGAR, EXTRACTIVES OF PAPRIKA, AND SPICES. BREADING SET IN VEGETABLE OIL.",,90.0,g,5 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2018-06-26,2019-04-01,United States,,,
194441,505168,"Tyson Foods, Inc.",,,23700035974,"CHICKEN BROTH, SALT, NATURAL FLAVORINGS.",,112.0,g,4 ONZ,"Frozen Poultry, Chicken & Turkey",LI,,2018-01-31,2019-04-01,United States,,,
194444,505171,"Tyson Foods, Inc.",,,23700031235,"BEEF, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BEEF FAT, CARAMELIZED SUGAR, CORN STARCH, DEHYDRATED PARSLEY, GARLIC POWDER, MALTODEXTRIN, NATURAL FLAVORS, NATURAL SMOKE FLAVOR, ONION POWDER, RICE STARCH, SALT, SPICE, SUGAR, XANTHAN GUM, YEAST EXTRACT.",,84.0,g,3 ONZ,Other Frozen Meats,LI,,2017-09-25,2019-04-01,United States,,,
194447,505174,"Tyson Foods, Inc.",,,23700035851,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, CONTAINS 2% OR LESS OF: CHICKEN FLAVOR, DEXTROSE, FLAVORS, GARLIC POWDER, MALTODEXTRIN, MOLASSES, ONION POWDER, RICE STARCH, SALT, SPICE, AND SUGAR.",,84.0,g,1 PIECE,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,
194448,505175,"Tyson Foods, Inc.",,,23700028877,"CHUNK WHITE CHICKEN, WATER, CONTAINS 2% OR LESS OF SALT, MODIFIED FOOD STARCH, SODIUM PHOSPHATES, CHICKEN BROTH, FLAVORINGS.",,56.0,g,2 ONZ,Canned Meat,LI,,2017-07-14,2019-04-01,United States,,,
194449,505176,"Tyson Foods, Inc.",,,11200000110,"CHICKEN BREAST WITH RIB MEAT, WATER, TEXTURED SOY PROTEIN CONCENTRATE, SALT, SODIUM PHOSPHATES, SPICE EXTRACTIVES. BREADED WITH: BLEACHED WHEAT FLOUR, WATER, MODIFIED FOOD STARCH, YELLOW CORN FLOUR, WHEAT FLOUR, SALT, DEXTROSE, LEAVENING (SODIUM ALUMINUM PHOSPHATE, SODIUM BICARBONATE), SPICE, EXTRACTIVES OF PAPRIKA AND TURMERIC, OLEORESIN TURMERIC, NATURAL FLAVOR. BREADING SET IN VEGETABLE OIL.",,85.0,g,5 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2018-07-06,2019-04-01,United States,,,
194451,505178,"Tyson Foods, Inc.",,,23700497680,"BLEACHED ENRICHED WHEAT FLOUR (FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SOYBEAN OIL, HYDROGENATED VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: COTTONSEED OIL, SOYBEAN OIL), MONO-DIGLYCERIDES, CONTAINS 2% OR LESS OF THE FOLLOWING: BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE), SALT, SUGAR, PRESERVATIVES (SODIUM PROPIONATE AND POTASSIUM SORBATE), DOUGH CONDITIONER (WHEAT FLOUR, CALCIUM SULFATE AND SORBIC ACID), FUMARIC ACID.",,69.0,g,1 PIECE,Mexican Dinner Mixes,LI,,2017-07-14,2019-04-01,United States,,,
194452,505179,"Tyson Foods, Inc.",,,23700029416,"CHICKEN WING SECTIONS, CHICKEN BROTH, POTATO STARCH, SALT, NATURAL FLAVORING. COATED WITH: DRIED CAYENNE PEPPER SAUCE (AGED CAYENNE RED PEPPERS, VINEGAR, SALT, GARLIC), TAPIOCA DEXTRIN, SODIUM DIACETATE, SALT, MODIFIED CORN STARCH, GARLIC POWDER, SPICES, VINEGAR, YEAST EXTRACT, MALTODEXTRIN, NATURAL FLAVORS, EXTRACTIVES OF PAPRIKA AND TURMERIC.",,112.0,g,4 ONZ,Frozen Appetizers & Hors D'oeuvres,LI,,2018-03-10,2019-04-01,United States,,,
194455,505182,"Tyson Foods, Inc.",,,11200000639,"CHICKEN BREAST WITH RIB MEAT, WATER, ENRICHED WHEAT FLOUR (NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WHEAT FLOUR, TEXTURED SOY PROTEIN CONCENTRATE, OILS (SOYBEAN OIL, CANOLA OIL, PALM OIL), CONTAINS 2% OR LESS OF THE FOLLOWING: CAROB BEAN GUM, DEHYDRATED GARLIC, DEHYDRATED ONION, DEXTROSE, DRIED YEAST, EGG SOLIDS, EXTRACTIVES OF PAPRIKA, GUAR GUM, LEAVENING (SODIUM BICARBONATE, SODIUM ALUMINUM PHOSPHATE), MALTED BARLEY FLOUR, MALTODEXTRIN, MODIFIED CORN STARCH, MODIFIED FOOD STARCH, NATURAL FLAVOR, NONFAT MILK, SALT, SODIUM ALGINATE, SODIUM DIACETATE, SODIUM PHOSPHATES, SOY FLOUR, SPICE EXTRACTIVES, SPICES, TBHQ (TO PROTECT FLAVOR), VINEGAR POWDER (MALTODEXTRIN, MODIFIED FOOD STARCH, VINEGAR), WHEY, XANTHAN GUM, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL. COATED WITH: WATER, VINEGAR, AGED CAYENNE PEPPERS, SALT, CARAMEL COLOR, OLEORESIN PAPRIKA, XANTHAN GUM, GUAR GUM, GRANULATED GARLIC.",,80.0,g,3 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2018-09-20,2019-04-01,United States,,,
194456,505183,"Tyson Foods, Inc.",,,23700035332,"BONELESS SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, WHEAT FLOUR, SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), BLEACHED WHEAT FLOUR, SUGAR, HONEY, CONTAINS 2% OR LESS OF THE FOLLOWING: ARTIFICIAL FLAVOR, DEHYDRATED GARLIC, DEXTROSE, EXTRACTIVES OF PAPRIKA AND ANNATTO, HONEY POWDER (HONEY SOLIDS, HIGH FRUCTOSE CORN SYRUP, WHEAT STARCH, CORN SYRUP, SOY FLOUR), MODIFIED FOOD STARCH, MOLASSES, NATURAL FLAVOR, ONION POWDER, POTASSIUM SORBATE (AS A PRESERVATIVE), ROASTED GARLIC FLAVOR [GARLIC POWDER, MALTODEXTRIN, SALT, VEGETABLE STOCK (CARROT, ONION, CELERY), SOY SAUCE (WHEAT, SOYBEANS, SALT), MODIFIED CORN STARCH, DEXTROSE, CHICKEN STOCK, FLAVORS, CORN SYRUP SOLIDS, NATURAL SMOKE FLAVOR], SALT, SODIUM BENZOATE (AS A PRESERVATIVE), SODIUM PHOSPHATES, SOYBEAN OIL, SPICE, XANTHAN GUM. BREADING SET IN VEGETABLE OIL.",,81.0,g,3 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2018-10-18,2019-04-01,United States,,,
194457,505184,"Tyson Foods, Inc.",,,11200000141,"CHICKEN BREAST WITH RIB MEAT, WATER, TEXTURED SOY PROTEIN CONCENTRATE, SALT, SODIUM PHOSPHATES, SPICE EXTRACTIVES. BREADED WITH: BLEACHED WHEAT FLOUR, WATER, MODIFIED FOOD STARCH, YELLOW CORN FLOUR, WHEAT FLOUR, SALT, DEXTROSE, LEAVENING (SODIUM ALUMINUM PHOSPHATE, SODIUM BICARBONATE), SPICE, EXTRACTIVES OF PAPRIKA AND TURMERIC, OLEORESIN TURMERIC, NATURAL FLAVOR. BREADING SET IN VEGETABLE OIL.",,78.0,g,4 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2018-07-06,2019-04-01,United States,,,
194462,505189,"Tyson Foods, Inc.",,,23700014801,"BEEF, BLEACHED WHEAT FLOUR, WATER, MODIFIED FOOD STARCH, SALT, CONTAINS 2% OR LESS OF: DRIED YEAST, EXTRACTIVES OF TURMERIC, PAPRIKA AND ANNATTO, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), LEMON JUICE CONCENTRATE, ONION POWDER, SODIUM PHOSPHATES, SPICES, SPICE EXTRACTIVE, SUGAR, WHEAT GLUTEN, YEAST, YELLOW #5, YELLOW #6, AND YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL",,75.0,g,1 PATTIE,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,
194463,505190,"Tyson Foods, Inc.",,,23700996107,"WHITE MEAT CHICKEN, WATER, ENRICHED WHEAT FLOUR (NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WHEAT FLOUR, VINEGAR, AGED CAYENNE PEPPERS, CONTAINS 2% OR LESS OF: CARAMEL COLOR, CAROB BEAN GUM, DEHYDRATED GARLIC, DEHYDRATED ONION, DEXTROSE, DRIED YEAST, EGG SOLIDS, GRANULATED GARLIC, GUAR GUM, LEAVENING (SODIUM BICARBONATE AND SODIUM ALUMINUM PHOSPHATE), MALTED BARLEY FLOUR, MALTODEXTRIN, MODIFIED CORN STARCH, MODIFIED FOOD STARCH, NATURAL FLAVOR, NONFAT MILK, OILS (SOYBEAN OIL, CANOLA OIL, PALM OIL), OLEORESIN PAPRIKA, SALT, SODIUM ALGINATE, SODIUM DIACETATE, SODIUM PHOSPHATES, SOY FLOUR, SPICE EXTRACTIVES (INCLUDING EXTRACTIVES OF PAPRIKA), SPICES, TBHQ (TO PROTECT FLAVOR), VINEGAR POWDER (MALTODEXTRIN, MODIFIED FOOD STARCH, VINEGAR), WHEY, XANTHAN GUM AND YELLOW CORN FLOUR.",,84.0,g,3 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,
194465,505192,"Tyson Foods, Inc.",,,23700035837,"BONELESS CHICKEN BREAST WITH RIB MEAT, WHOLE WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF: BROWN SUGAR, DRIED GARLIC, DRIED ONION, DRIED YEAST, NATURAL SEA SALT, ROSEMARY EXTRACT, SALT, AND SUGAR. BREADING SET IN VEGETABLE OIL",,90.0,g,5 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2018-08-16,2019-04-01,United States,,,
194466,505193,"Tyson Foods, Inc.",,,23700497673,"BLEACHED ENRICHED WHEAT FLOUR (FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SOYBEAN OIL, HYDROGENATED VEGETABLE OIL (CONTAINS ONE OR MORE OF THE FOLLOWING: COTTONSEED, SOYBEAN OIL), MONOGLYCERIDES, CONTAINS 2% OR LESS OF THE FOLLOWING : BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE), SALT, SUGAR, PRESERVATIVES (SODIUM PROPIONATE AND POTASSIUM SORBATE), DOUGH CONDITIONER (WHEAT FLOUR, CALCIUM SULFATE AND SORBIC ACID), FUMARIC ACID",,50.0,g,1 PIECE,Mexican Dinner Mixes,LI,,2017-07-14,2019-04-01,United States,,,
194472,505199,"Tyson Foods, Inc.",,,11200000301,"CHICKEN WING SECTIONS, WATER, BLEACHED WHEAT FLOUR, RICE FLOUR, WHEAT FLOUR, CONTAINS 2% OR LESS OF: NATURAL SEA SALT, EGG WHITE POWDER, DEXTROSE, YEAST, SOYBEAN OIL, VITAL WHEAT GLUTEN, SALT, SODIUM PHOSPHATES. BLANCHED IN VEGETABLE OIL. GLAZED WITH: HOT SAUCE (FRESH RED RIPE PEPPERS, DISTILLED VINEGAR, SALT), WATER, SOYBEAN OIL, CHILI PEPPER, GARLIC POWDER.",,84.0,g,3 ONZ,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,
194473,505200,"Tyson Foods, Inc.",,,23700024213,"BONELESS CHICKEN BREAST WITH RIB MEAT, WATER, WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CORN STARCH, DRIED GARLIC, DRIED ONION, DRIED YEAST, EXTRACTIVES OF PAPRIKA, NATURAL FLAVOR, SALT, SPICES, WHEAT STARCH, WHITE WHOLE WHEAT FLOUR, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,88.0,g,5 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,
194481,505208,"Tyson Foods, Inc.",,,23700006318,"CHICKEN, WATER, WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CORN STARCH, DRIED GARLIC, DRIED ONION, DRIED YEAST, EXTRACTIVES OF PAPRIKA, NATURAL FLAVOR, SALT, SPICES, WHEAT STARCH, WHITE WHOLE FLOUR, YELLOW CORN FLOUR.",,90.0,g,5 PIECES,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2019-04-01,United States,,,
195208,505935,"Tyson Foods, Inc.",,,23700042712,"CURED WITH: WATER, SALT, CONTAINS 2% OR LESS OF VINEGAR, DEXTROSE, SUGAR, SODIUM PHOSPHATES, SODIUM ERYTHORBATE, SODIUM NITRITE.",,28.0,g,1 SLICE,"Pepperoni, Salami & Cold Cuts",LI,,2017-07-14,2019-04-01,United States,,,
196571,507298,"Tyson Foods, Inc.",,,23700042651,"CHICKEN PORTIONS, WATER, SEASONING (SALT, SUGAR, MALTODEXTRIN, AUTOLYZED YEAST EXTRACT, ONION POWDER, GARLIC POWDER, SPICE EXTRACTIVES, SOYBEAN OIL, POLYSORBATE 80), SODIUM PHOSPHATES, MODIFIED FOOD STARCH. BATTERED WITH: WATER, BLEACHED WHEAT FLOUR, SALT AND LEAVENING (SODIUM BICARBONATE, SODIUM ACID PYROPHOSPHATE, SODIUM ALUMINUM PHOSPHATE, MONOCALCIUM PHOSPHATE). BREADED WITH: WHEAT FLOUR, MODIFIED CORN STARCH, SALT, SPICES, MONOSODIUM GLUTAMATE, DRIED GARLIC AND SPICE EXTRACTIVES. PREDUSTED WITH: BLEACHED WHEAT FLOUR, SALT AND LEAVENING (SODIUM BICARBONATE, SODIUM ACID PYROPHOSPHATE, SODIUM ALUMINUM PHOSPHATE, MONOCALCIUM PHOSPHATE). BREADING SET IN VEGETABLE OIL.",,84.0,g,3 ONZ,Cooked & Prepared,LI,,2017-07-14,2019-04-01,United States,,,
197090,507817,"Tyson Foods, Inc.",,,075620548294,,,112.0,g,4 ONZ,"Poultry, Chicken & Turkey",LI,,2017-07-14,2019-04-01,United States,,,
197091,507818,"Tyson Foods, Inc.",,,075620558651,,,112.0,g,4 ONZ,"Poultry, Chicken & Turkey",LI,,2017-07-14,2019-04-01,United States,,,
198915,509642,"Tyson Foods, Inc.",,,023700039088,"CROISSANT FLATBREAD: FLOUR (WHEAT, MALTED BARLEY), WATER, SOYBEAN OIL, VEGETABLE SHORTENING (PALM OIL, SOY LECITHIN, ARTIFICIAL BUTTER FLAVOR, BETA CAROTENE), YEAST, SUGAR, SALT, LEAVENING (SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE MONOHYDRATE, DICALCIUM PHOSPHATE DIHYDRATE), DOUGH CONDITIONERS (GUAR GUM, DIACETYL TARTARIC ACID ESTER OF MONO-AND DIGLYCERIDES, DEXTROSE, ENZYMES), CALCIUM PROPIONATE (PRESERVATIVE), NATURAL AND ARTIFICIAL FLAVORS, SODIUM METABISULFITE, AND SOY LECITHIN. TOPPING: SMOKE HAM WATER ADDED (CURED WITH: WATER, SALT, CONTAINS 2% OR LESS OF: DEXTROSE, SUGAR, LEMON JUICE CONCENTRATE, SODIUM PHOSPHATES, VINEGAR, SODIUM LACTATE, SODIUM DIACETATE, SODIUM ERYTHORBATE, SODIUM NITRITE), WHOLE EGGS, WATER, PASTEURIZED MILK, ONION, GREEN PEPPERS, CONTAINS 2% OR LESS OF THE FOLLOWING: ANNATTO (VEGETABLE COLOR), AUTOLYZED YEAST EXTRACT, CHEESE CULTURE, CITRIC ACID, CORN STARCH, DEHYDRATED CHEDDAR CHEESE [(PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), WHEY, SALT], DEHYDRATED CREAMER (SUNFLOWER OIL, CORN SYRUP SOLIDS, SODIUM CASEINATE, MONO AND DIGLYCERIDES, SOY LECITHIN), DEHYDRATED GARLIC, DEHYDRATED BUTTER FLAVOR [NATURAL FLAVOR, WHEY, SALT, CORN SYRUP SOLIDS, BUTTER, GUAR GUM, BUTTERMILK, NON-FAT DRY MILK, (ANNATTO AND TURMERIC)], DEHYDRATED ONION, DEHYDRATED PARMESAN & ROMANO CHEESE (WHOLE COW'S MILK, SALT, CULTURES, ENZYMES), DEHYDRATED WHEY, DIPOTASSIUM PHOSPHATE, ENZYMES, EXTRACTIVE OF PAPRIKA, LACTIC ACID (CONTAINS CALCIUM LACTATE), MODIFIED FOOD STARCH, NATAMYCIN (A NATURAL MOLD INHIBITOR), NONFAT DRY MILK, OLEORESIN TURMERIC, POTASSIUM CHLORIDE, POTATO STARCH AND POWDERED CELLULOSE (TO PREVENT CAKING), SALT, SKIM MILK, SOYBEAN OIL, XANTHAN GUM.",,125.0,g,1 PIECE,"Frozen Breakfast Sandwiches, Biscuits & Meals",LI,,2018-04-29,2019-04-01,United States,,,
